City,State,Median Income,Percent with Bachelors or Higher,Population,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Valley View city,Texas,34033,20.5263157894736,845,,,,
Maypearl city,Texas,21973,7.54716981132075,1032,,,,
Bartonville town,Texas,73272,55.2028218694885,1785,,,,
Rio Hondo city,Texas,17772,11.8043844856661,2707,,,,
Annetta North town,Texas,73739,53.7467700258397,568,,,,
Pleasanton city,Texas,25088,20.3332304844183,10855,,,,
Fairchilds village,Texas,31822,15.1012891344383,1297,,,,
Sour Lake city,Texas,26049,14.390065741417,1924,,,,
Quitman city,Texas,22942,16.1498708010335,1849,,,,
Midway South CDP,Texas,14302,8.68865647626709,,,,,
Kempner city,Texas,22560,12.9383313180169,1140,,,,
Payne Springs town,Texas,27550,13.4724857685009,769,,,,
Taft Southwest CDP,Texas,10225,1.76211453744493,,,,,
Spade CDP,Texas,25808,23.5294117647058,,,,,
Woodville town,Texas,22044,18.1367144432194,2428,,,,
Airport Road Addition CDP,Texas,21244,35.7142857142857,,,,,
Eureka city,Texas,25746,19.5020746887966,307,,,,
Joaquin city,Texas,20064,7.6,805,,,,
Refugio town,Texas,24696,10.5051664753157,2734,,,,
Cantu Addition CDP,Texas,19201,0,,,,,
Red Oak city,Texas,31154,23.9091831557584,13464,,,,
Toyah town,Texas,31254,18.018018018018,108,,,,
La Victoria CDP,Texas,18896,12.2448979591836,,,,,
Hedley city,Texas,22027,23.2323232323232,289,,,,
Lyndhurst CDP,Virginia,26042,25.7234726688102,,,,,
Accomac town,Virginia,25646,23.5457063711911,485,,,,
Keller town,Virginia,18350,5.73770491803278,169,,,,
Melfa town,Virginia,27705,13.4057971014492,387,,,,
Penhook CDP,Virginia,93072,42.9882044560943,,,,,
Lake Stevens city,Washington,36205,30.3994293865905,33911,,,,
Lynnwood city,Washington,31184,30.1567931366023,39141,,,,
Machias CDP,Washington,46655,16.1849710982658,,,,,
North Marysville CDP,Washington,37987,17.6056338028169,,,,,
Snohomish city,Washington,34779,23.905240488155,10154,,,,
Startup CDP,Washington,34480,20.2643171806167,,,,,
Kalama city,Washington,38145,18.4089750127485,2798,,,,
Longview city,Washington,27707,16.0112573210618,38440,,,,
McCleary city,Washington,21996,14.7142857142857,1764,,,,
Westport city,Washington,29441,19.0985485103132,2100,,,,
Bainbridge Island city,Washington,60533,72.0062731040663,25298,,,,
Terrace Heights CDP,Washington,34233,29.5977011494252,,,,,
Zillah city,Washington,27548,16.5273909006499,3140,,,,
Suquamish CDP,Washington,35850,34.0333539221741,,,,,
Waverly town,Washington,16732,23.3333333333333,109,,,,
Fairchild AFB CDP,Washington,20581,32.4227174694464,,,,,
Latah town,Washington,25034,15,187,,,,
Rockford town,Washington,26712,12.6245847176079,486,,,,
Hatton town,Washington,11577,1.13636363636363,104,,,,
Lind town,Washington,21323,11.5485564304461,563,,,,
South Wenatchee CDP,Washington,19807,10.9640831758034,,,,,
Orting city,Washington,29802,18.0796342160411,8610,,,,
Bell Hill CDP,Washington,67404,69.0431519699812,,,,,
Blyn CDP,Washington,75237,71.6666666666666,,,,,
Bickleton CDP,Washington,26791,16.4383561643835,,,,,
Mabton city,Washington,13656,2.24508886810102,2268,,,,
Naches town,Washington,31848,19.2,847,,,,
Poulsbo city,Washington,37567,41.3095554964067,11168,,,,
Coal City CDP,West,Virginia,20756,2.54980079681274,,,,
Daniels CDP,West,Virginia,21552,14.1090909090909,,,,
Shady Spring CDP,West,Virginia,28414,30.7127429805615,,,,
Eleanor town,West,Virginia,29045,15.8203125,1587,,,
Barboursville village,West,Virginia,29000,27.0667092243855,4258,,,
West Liberty town,West,Virginia,11502,28.6153846153846,1447,,,
Friendly town,West,Virginia,9986,3.37078651685393,121,,,
Flemington town,West,Virginia,24261,20.9401709401709,306,,,
Carpendale town,West,Virginia,27908,11.6117850953206,905,,,
Elk Garden town,West,Virginia,19603,0,212,,,
Lumberport town,West,Virginia,26761,11.9705340699815,840,,,
Holden CDP,West,Virginia,23868,14.3410852713178,,,,
Williamson city,West,Virginia,23108,17.007874015748,2676,,,
West Logan town,West,Virginia,18600,15.0877192982456,364,,,
Piedmont town,West,Virginia,26207,4.03669724770642,802,,,
Gilbert town,West,Virginia,27553,20,387,,,
Beaver CDP,West,Virginia,22130,13.5701275045537,,,,
Mabscott town,West,Virginia,24394,18.6,1263,,,
Prosperity CDP,West,Virginia,21919,18.6394557823129,,,,
Grafton city,West,Virginia,19922,17.0819419470845,4982,,,
Cowen town,West,Virginia,17023,9.43820224719101,468,,,
Mineralwells CDP,West,Virginia,28469,26.0408163265306,,,,
North Hills town,West,Virginia,40427,70.1188455008488,774,,,
Waverly town,Virginia,23216,14.963503649635,1953,,,,
Rose Hill CDP (Fairfax County),Virginia,48399,51.3690984306257,,,,,
Innsbrook CDP,Virginia,46010,61.5718338061071,,,,,
Ivanhoe CDP,Virginia,41006,14.2857142857142,,,,,
Ivy CDP,Virginia,52345,66.554054054054,,,,,
King and Queen Court House CDP,Virginia,51293,50.5263157894736,,,,,
White Stone town,Virginia,29036,8.88888888888889,331,,,,
Franklin city,Virginia,24025,19.0732384588684,7967,,,,
Huntington CDP,Virginia,58005,65.9660949737285,,,,,
Lake Barcroft CDP,Virginia,61778,64.5983299740858,,,,,
North Springfield CDP,Virginia,38182,45.4291417165668,,,,,
Fairview Beach CDP,Virginia,32305,33.6898395721925,,,,,
Farmville town,Virginia,17220,32.023742227247,7846,,,,
Nickelsville town,Virginia,21017,21.0116731517509,360,,,,
Galax city,Virginia,23025,14.7665124106015,6347,,,,
Keokee CDP,Virginia,15895,1.89873417721519,,,,,
Rose Hill CDP (Lee County),Virginia,27618,1.49253731343283,,,,,
Clarksville town,Virginia,21742,32.2851153039832,1166,,,,
Gainesville CDP,Virginia,47420,55.7281553398058,,,,,
Nokesville CDP,Virginia,41731,32.9532497149372,,,,,
Quantico town,Virginia,32511,28.4507042253521,553,,,,
Yorkshire CDP,Virginia,24113,21.281346616283,,,,,
Irvington town,Virginia,45893,47.3186119873817,398,,,,
Portsmouth city,Virginia,26312,21.8912120735733,94398,,,,
Bensley CDP,Virginia,18241,8.30678755207057,,,,,
Scottsburg town,Virginia,21845,10,128,,,,
Belle Haven CDP,Virginia,74376,66.3372452130944,,,,,
Burke CDP,Virginia,51800,63.3237133237133,,,,,
Dunn Loring CDP,Virginia,69504,72.3414714075045,,,,,
Hybla Valley CDP,Virginia,28008,32.7894327894327,,,,,
Rural Retreat town,Virginia,24194,18.4652278177458,1448,,,,
Bridgewater town,Virginia,33550,51.1328671328671,6145,,,,
Sugar Grove CDP,Virginia,18999,1.64835164835164,,,,,
Elkton town,Virginia,30687,16.8994413407821,2903,,,,
Mount Hermon CDP,Virginia,36607,27.3172437915355,,,,,
Mount Sidney CDP,Virginia,38196,53.9936102236421,,,,,
Nathalie CDP,Virginia,17756,0,,,,,
Neabsco CDP,Virginia,49958,48.6239225767427,,,,,
Nellysford CDP,Virginia,54947,61.7575264442636,,,,,
Nelsonia CDP,Virginia,28366,15.5015197568389,,,,,
New Baltimore CDP,Virginia,48851,46.9254704400651,,,,,
New Church CDP,Virginia,26990,23.076923076923,,,,,
New Hope CDP,Virginia,37409,26.2195121951219,,,,,
Newington Forest CDP,Virginia,51470,60.3919670941204,,,,,
New Kent CDP,Virginia,43494,16.7938931297709,,,,,
New River CDP,Virginia,38343,48.4896661367249,,,,,
Nottoway Court House CDP,Virginia,10868,27,,,,,
Oak Grove CDP,Virginia,43193,50.9310518369401,,,,,
Oak Hall CDP,Virginia,,0,,,,,
Opal CDP,Virginia,42047,30.8558558558558,,,,,
Palmyra CDP,Virginia,67115,41.2698412698412,,,,,
Parrott CDP,Virginia,13512,30.718954248366,,,,,
Passapatanzy CDP,Virginia,32008,27.6824034334763,,,,,
Pastoria CDP,Virginia,10767,2.83224400871459,,,,,
Piney Mountain CDP,Virginia,29271,26.7543859649122,,,,,
Plum Creek CDP,Virginia,21402,4.92653414001728,,,,,
Potomac Mills CDP,Virginia,34324,35.3188662533215,,,,,
Manson CDP,Washington,33020,19.453207150368,,,,,
Lower Elochoman CDP,Washington,31989,10.2941176470588,,,,,
Maplewood CDP,Washington,52484,40.2022756005056,,,,,
Mead CDP,Washington,32466,31.5643013317431,,,,,
Meadowdale CDP,Washington,41767,33.3190025795356,,,,,
Methow CDP,Washington,45343,15.4761904761904,,,,,
Mill Creek East CDP,Washington,45920,52.0825016633399,,,,,
Creston town,Washington,29618,9.62566844919786,229,,,,
Trout Lake CDP,Washington,33287,46.6377440347071,,,,,
Wishram CDP,Washington,18196,7.06521739130434,,,,,
Ilwaco city,Washington,26529,16.5289256198347,991,,,,
Raymond city,Washington,23392,16.2408759124087,2994,,,,
Index town,Washington,35919,22.6277372262773,211,,,,
Lake Goodwin CDP,Washington,49753,19.2953572604543,,,,,
Martha Lake CDP,Washington,40660,40.826013034854,,,,,
Monroe city,Washington,28803,22.0876630986795,19776,,,,
Mountlake Terrace city,Washington,36175,36.1654086833107,21338,,,,
Silvana CDP,Washington,,0,,,,,
Port Ludlow CDP,Washington,47280,46.3113171108536,,,,,
Dixie CDP,Washington,28881,8.75912408759124,,,,,
Acme CDP,Washington,,50,,,,,
Bellingham city,Washington,30791,44.2818878729103,92314,,,,
Elk Plain CDP,Washington,30957,12.6872161561503,,,,,
Fort Lewis CDP,Washington,17342,16.7126778509237,,,,,
Gig Harbor city,Washington,51237,47.0857797508234,10717,,,,
Eschbach CDP,Washington,33116,32.6164874551971,,,,,
Ruston town,Washington,56823,46.4028776978417,845,,,,
South Hill CDP,Washington,33899,27.8654158587076,,,,,
South Prairie town,Washington,35551,9.91735537190082,443,,,,
Selah city,Washington,30451,26.9910584321064,8087,,,,
Sunnyside city,Washington,16259,6.50542118432026,16796,,,,
East Port Orchard CDP,Washington,26694,20.1584507042253,,,,,
Navy Yard City CDP,Washington,28823,11.4652711703139,,,,,
Carnation city,Washington,44380,38.7422360248447,2282,,,,
Issaquah city,Washington,57062,64.8627739915269,39509,,,,
Coupeville town,Washington,38398,42.9248476641841,1972,,,,
Port Townsend city,Washington,35991,58.2968563469956,9831,,,,
Central Park CDP,Washington,31335,22.077922077922,,,,,
Sammamish city,Washington,70377,75.1577902276434,65892,,,,
Medical Lake city,Washington,25756,30.8314461339372,4966,,,,
Moclips CDP,Washington,,0,,,,,
Satsop CDP,Washington,29957,10.022271714922,,,,,
Asotin city,Washington,37345,23.7086092715231,1289,,,,
Clarkston Heights-Vineland CDP,Washington,41179,32.2154684552504,,,,,
West Clarkston-Highland CDP,Washington,24660,16.60042085574,,,,,
Entiat city,Washington,27705,15.6037991858887,1280,,,,
Wenatchee city,Washington,28630,22.6698790880292,34360,,,,
Waterville town,Washington,30473,24.6648793565683,1213,,,,
Nespelem town,Washington,23751,1.51515151515151,392,,,,
Omak city,Washington,23206,9.01666122182293,4778,,,,
Tonasket city,Washington,20230,9.46107784431137,1121,,,,
Woodland city,Washington,24958,13.4501347708894,6495,,,,
Grand Mound CDP,Washington,22296,12.2254059216809,,,,,
Yelm city,Washington,24403,21.2145110410094,9456,,,,
Rosalia town,Washington,26153,21.6783216783216,558,,,,
Big Lake CDP,Washington,45458,27.0308123249299,,,,,
Bevil Oaks city,Texas,34222,19.5464362850971,1225,,,,
Booker town,Texas,27345,17.1858216970998,1494,,,,
Concepcion CDP,Texas,12307,0,,,,,
Skidmore CDP,Texas,23598,7.58241758241758,,,,,
Aledo city,Texas,34373,43.7550040032025,4985,,,,
Cool city,Texas,30133,16.4383561643835,187,,,,
Weatherford city,Texas,30461,22.9748910968626,33547,,,,
La Grange city,Texas,22534,18.0814354727398,4677,,,,
West city,Texas,23154,19.5324675324675,2986,,,,
Todd Mission city,Texas,68759,15.3846153846153,114,,,,
Boerne city,Texas,35814,41.5683684061526,18232,,,,
Bynum town,Texas,16499,6.5,207,,,,
Franklin city,Texas,20586,14.8239148239148,1645,,,,
Windom town,Texas,34164,18.5483870967741,205,,,,
Coffee City town,Texas,30029,18.8034188034188,293,,,,
Trinidad city,Texas,18769,10.6382978723404,870,,,,
New Berlin city,Texas,36781,38.6407766990291,624,,,,
Indian Hills CDP,Texas,5816,0,,,,,
La Homa CDP,Texas,12657,8.55976348021962,,,,,
Mila Doce CDP,Texas,8570,4.06641816333446,,,,,
Olivarez CDP,Texas,12008,12.7496812579685,,,,,
Pilot Point city,Texas,25439,21.6322166785459,4525,,,,
Corpus Christi city,Texas,28025,22.1637289094165,326586,,,,
North San Pedro CDP,Texas,21849,0,,,,,
Cisco city,Texas,24639,18.4199227136109,3784,,,,
Carbon town,Texas,25435,16.2162162162162,272,,,,
Nesbitt town,Texas,55327,1.36986301369863,,,,,
Gruver city,Texas,20733,20.949720670391,1135,,,,
Santa Maria CDP,Texas,13434,6.04534005037783,,,,,
Falcon Lake Estates CDP,Texas,28716,25.6554307116104,,,,,
Cranfills Gap city,Texas,18614,7.69230769230769,282,,,,
Morgan city,Texas,22071,6.48854961832061,519,,,,
Italy town,Texas,21117,8.88345558272208,1923,,,,
Rose City city,Texas,28262,8.87372013651877,484,,,,
Graford city,Texas,18743,10.3703703703703,627,,,,
Presidio city,Texas,11280,14.0392156862745,3894,,,,
Redford CDP,Texas,,0,,,,,
Austwell city,Texas,31001,13.7931034482758,145,,,,
Prairie View city,Texas,7103,25.5909558067831,6953,,,,
Electra city,Texas,21088,12.5480769230769,2730,,,,
Iowa Park city,Texas,24981,17.4111431316042,6339,,,,
Scotland city,Texas,21271,18.8679245283018,474,,,,
Windthorst town,Texas,27371,15.1020408163265,379,,,,
Hereford city,Texas,20930,11.5279914782814,14622,,,,
Damon CDP,Texas,19972,7.18562874251497,,,,,
Brookshire city,Texas,16886,8.18787686448746,5816,,,,
Pleasant Valley town,Texas,33029,21.2244897959183,330,,,,
Cleburne city,Texas,25568,16.9274172864837,31295,,,,
Grandview city,Texas,19783,13.0240856378233,1798,,,,
Fritch city,Texas,24959,10.2422907488986,1952,,,,
Deport city,Texas,20985,11.6424116424116,558,,,,
Wharton city,Texas,19369,12.5428375599725,8637,,,,
Bangs city,Texas,20355,9.7985347985348,1527,,,,
Anderson city,Texas,21309,14.2857142857142,242,,,,
Groves city,Texas,27283,14.9839894518741,15480,,,,
Nederland city,Texas,37169,26.946002805049,17371,,,,
Seven Oaks city,Texas,39481,3.84615384615384,129,,,,
Benavides city,Texas,16422,20.1698513800424,1406,,,,
Marathon CDP,Texas,25104,39.8753894080996,,,,,
Tierra Dorada CDP,Texas,-666666666,,,,,,
Bull Run CDP,Virginia,29804,29.7741461623209,,,,,
Greenville CDP,Virginia,18232,5.3134962805526,,,,,
Chamberlayne CDP,Virginia,36956,41.6011584609019,,,,,
Tuckahoe CDP,Virginia,47261,54.9777737999343,,,,,
Dahlgren CDP,Virginia,34173,32.9213483146067,,,,,
Nassawadox town,Virginia,28933,19.753086419753,478,,,,
Cleveland town,Virginia,11813,0.892857142857142,175,,,,
Honaker town,Virginia,18240,11.2419700214132,1318,,,,
Martinsville city,Virginia,22836,21.0046702357899,12554,,,,
Strasburg town,Virginia,25505,21.6361931551804,6676,,,,
Fairlawn CDP,Virginia,34195,40.5253283302063,,,,,
Gordonsville town,Virginia,25412,12.9629629629629,1624,,,,
Wakefield town,Virginia,20074,12.9496402877697,825,,,,
Damascus town,Virginia,24283,20.8053691275167,775,,,,
Glade Spring town,Virginia,26363,22.8494623655913,1406,,,,
Gretna town,Virginia,21343,14.4153225806451,1190,,,,
Pocahontas town,Virginia,22115,8.64197530864197,353,,,,
Madison Heights CDP,Virginia,25934,16.3484205563413,,,,,
Jolivue CDP,Virginia,26824,12.4416796267496,,,,,
Reston CDP,Virginia,65085,68.7905499127477,,,,,
West Point town,Virginia,34614,26.8769435806308,3257,,,,
Richlands town,Virginia,20336,14.6829521829521,5234,,,,
Tazewell town,Virginia,24503,25.8075258075258,4141,,,,
Berryville town,Virginia,29508,28.8147138964577,4371,,,,
Bloxom town,Virginia,22690,10.1167315175097,366,,,,
Chincoteague town,Virginia,39873,27.6833816825528,2875,,,,
Painter town,Virginia,17636,20.3947368421052,224,,,,
Petersburg city,Virginia,23611,19.7966507177033,31346,,,,
Linton Hall CDP,Virginia,45393,55.7861166335321,,,,,
Loch Lomond CDP,Virginia,27684,12.0551090700344,,,,,
Mount Jackson town,Virginia,24195,17.7350427350427,2118,,,,
Richmond city,Virginia,33549,39.6366837894843,230436,,,,
Washington town,Virginia,47875,56,127,,,,
Hurt town,Virginia,27498,17.0154686078252,1223,,,,
Bluefield town,Virginia,32067,22.1040850587576,4837,,,,
Hallwood town,Virginia,18208,4.02684563758389,200,,,,
Victoria town,Virginia,18866,7.64419735927727,1626,,,,
Blue Ridge Shores CDP,Virginia,26276,25.4937163375224,,,,,
Bobtown CDP,Virginia,95625,65.8536585365853,,,,,
Boston CDP,Virginia,10903,0,,,,,
Benns Church CDP,Virginia,27670,4.67289719626168,,,,,
Bracey CDP,Virginia,37461,28.4136546184738,,,,,
Boswell's Corner CDP,Virginia,25701,15.2522935779816,,,,,
Brambleton CDP,Virginia,60371,76.7411502725946,,,,,
Brandermill CDP,Virginia,44393,52.7953946726509,,,,,
Brightwood CDP,Virginia,35718,20.3680981595092,,,,,
Broadlands CDP,Virginia,64437,74.2457962413452,,,,,
Buckhall CDP,Virginia,50169,48.7311791575029,,,,,
Buckingham Courthouse CDP,Virginia,28112,51.1111111111111,,,,,
Bull Run Mountain Estates CDP,Virginia,50777,32.640586797066,,,,,
Burke Centre CDP,Virginia,52781,65.5113829425756,,,,,
Callaghan CDP,Virginia,47915,12.4497991967871,,,,,
Calverton CDP,Virginia,82136,39.1304347826086,,,,,
Camptown CDP,Virginia,22792,12.3022847100175,,,,,
Captains Cove CDP,Virginia,27587,29.8004987531172,,,,,
Carrollton CDP,Virginia,40580,34.4698738907052,,,,,
Albrightsville CDP,Pennsylvania,23831,0,,,,,
Alfarata CDP,Pennsylvania,36241,3.2258064516129,,,,,
Allensville CDP,Pennsylvania,23948,6.51340996168582,,,,,
Allenport CDP,Pennsylvania,26686,11.6009280742459,,,,,
Allenwood CDP,Pennsylvania,33501,16.1290322580645,,,,,
Allport CDP,Pennsylvania,27556,13.8364779874213,,,,,
Allison CDP,Pennsylvania,22872,23.1958762886597,,,,,
Allison Park CDP,Pennsylvania,44122,52.6193532612017,,,,,
Alsace Manor CDP,Pennsylvania,24914,18.6968838526912,,,,,
Arnold City CDP,Pennsylvania,25792,10.7569721115537,,,,,
Arnot CDP,Pennsylvania,23905,8.6687306501548,,,,,
Vance town,South,Carolina,26956,1.78571428571428,153,,,
West Union town,South,Carolina,19252,10.091743119266,334,,,
Dentsville CDP,South,Carolina,22472,25.5531542657198,,,,
Lake Murray of Richland CDP,South,Carolina,50060,59.4521120869928,,,,
Peak town,South,Carolina,26190,48.7179487179487,63,,,
Dalzell CDP,South,Carolina,22966,13.8585666824869,,,,
Privateer CDP,South,Carolina,26386,12.4661246612466,,,,
Sumter city,South,Carolina,23883,24.0324619713714,39642,,,
Latta town,South,Carolina,20529,19.6078431372549,1285,,,
City View CDP,South,Carolina,13094,2.83505154639175,,,,
Sans Souci CDP,South,Carolina,19107,19.9524187153053,,,,
Easley city,South,Carolina,29645,25.3267207291736,21364,,,
Six Mile town,South,Carolina,31114,37.8623188405797,672,,,
Heath Springs town,South,Carolina,17403,8.130081300813,1019,,,
Gayle Mill CDP,South,Carolina,14634,0,,,,
Greenwood city,South,Carolina,18885,22.5393289711819,23403,,,
Ninety Six town,South,Carolina,23871,18.0152671755725,2042,,,
Riverview CDP,South,Carolina,42575,39.0685640362225,,,,
Union city,South,Carolina,21391,16.90587138863,7640,,,
Andrews town,South,Carolina,19519,12.3119777158774,2859,,,
Barnwell city,South,Carolina,17478,12.1640248104755,4291,,,
Arcadia CDP,South,Carolina,16312,14.9827501232134,,,,
Folly Beach city,South,Carolina,51120,54.4198895027624,2660,,,
Chester city,South,Carolina,17157,11.2706583581685,5377,,,
Newport CDP,South,Carolina,31452,30.0518134715025,,,,
Tega Cay city,South,Carolina,50828,59.1363102232667,11335,,,
Hanahan city,South,Carolina,30557,33.6771048190511,26917,,,
Fort Lawn town,South,Carolina,20527,14.132104454685,886,,,
McBee town,South,Carolina,17703,6.57534246575342,854,,,
Hartsville city,South,Carolina,23469,36.0849573023866,7542,,,
Isle of Palms city,South,Carolina,74127,70.0852189244784,4360,,,
Ladson CDP,South,Carolina,27562,16.1222444889779,,,,
Snelling town,South,Carolina,24357,15.5778894472361,258,,,
Williston town,South,Carolina,18153,9.87858719646799,2925,,,
St. George town,South,Carolina,19286,17.0532060027285,2202,,,
Modoc CDP,South,Carolina,67433,38.0733944954128,,,,
Moncks Corner town,South,Carolina,26383,17.8790412486064,11986,,,
Society Hill town,South,Carolina,20426,16.6666666666666,528,,,
Rockville town,South,Carolina,74933,53.4653465346534,136,,,
